amount,merchant_type,location,time_of_day,fraud
380.81,fashion,NY,night,0
34.14,electronics,FL,morning,0
51.33,travel,CA,evening,0
271.09,grocery,CA,morning,0
407.98,electronics,TX,afternoon,0
70.32,electronics,NY,afternoon,0
46.46,electronics,TX,night,0
89.61,fashion,TX,evening,0
139.68,electronics,FL,evening,0
38.34,fashion,TX,night,0
160.03,electronics,FL,afternoon,0
6.36,fashion,TX,afternoon,0
6.07,travel,CA,night,0
58.59,fashion,NY,evening,0
52.34,fashion,NY,night,0
45.51,travel,NY,night,0
81.04,electronics,CA,morning,0
46.41,travel,CA,night,0
25.62,electronics,TX,afternoon,0
44.44,fashion,TX,night,0
442.21,electronics,TX,evening,0
63.54,fashion,TX,evening,0
70.59,electronics,NY,afternoon,0
103.12,fashion,TX,evening,0
491.37,fashion,CA,night,0
33.19,grocery,CA,afternoon,0
137.21,electronics,CA,evening,0
151.05,electronics,FL,night,1
112.17,grocery,FL,evening,0
11.13,fashion,FL,morning,0
135.56,fashion,TX,evening,0
7.95,grocery,NY,afternoon,0
108.8,grocery,NY,night,0
161.46,travel,TX,night,0
28.43,fashion,TX,afternoon,0
221.13,travel,FL,morning,0
3.7,electronics,CA,night,0
222.8,travel,CA,afternoon,0
74.02,grocery,FL,evening,0
29.44,grocery,FL,morning,0
17.23,grocery,NY,afternoon,0
367.7,grocery,FL,evening,0
9.05,travel,CA,night,0
26.64,travel,CA,night,0
51.29,travel,TX,morning,0
116.18,grocery,NY,evening,0
94.44,grocery,TX,afternoon,0
16.11,fashion,NY,night,0
41.05,fashion,TX,afternoon,0
32.74,grocery,NY,afternoon,0
28.83,fashion,FL,afternoon,0
63.55,electronics,CA,morning,0
146.1,electronics,FL,afternoon,0
29.42,grocery,NY,morning,0
54.81,travel,NY,morning,0
59.5,electronics,TX,evening,0
449.87,electronics,NY,night,0
371.24,travel,FL,afternoon,0
193.22,fashion,NY,evening,0
33.19,travel,NY,evening,0
8.46,fashion,TX,evening,0
45.73,fashion,NY,evening,0
37.24,travel,TX,evening,0
84.61,fashion,CA,afternoon,0
180.46,electronics,TX,evening,0
234.5,grocery,NY,night,0
223.61,fashion,CA,morning,0
53.49,electronics,NY,morning,0
139.48,travel,TX,night,0
45.02,fashion,FL,afternoon,0
7.54,electronics,CA,morning,0
145.1,fashion,FL,night,1
1.19,travel,FL,night,1
63.15,grocery,CA,evening,0
47.95,fashion,FL,morning,0
141.86,grocery,FL,evening,0
174.42,fashion,FL,afternoon,0
43.5,fashion,FL,morning,0
200.32,travel,CA,morning,0
41.76,fashion,NY,night,0
70.94,electronics,FL,morning,0
155.8,electronics,CA,afternoon,0
141.68,grocery,CA,afternoon,0
524.59,grocery,CA,morning,0
30.61,electronics,CA,night,0
130.28,grocery,TX,afternoon,0
112.9,grocery,NY,evening,0
295.95,electronics,NY,afternoon,0
20.4,electronics,FL,morning,0
167.22,electronics,CA,evening,0
100.79,travel,TX,morning,0
38.53,travel,CA,morning,0
77.19,electronics,FL,morning,0
48.74,fashion,NY,night,0
103.9,electronics,FL,night,1
263.79,travel,FL,afternoon,0
101.08,grocery,FL,morning,0
119.87,fashion,FL,evening,0
87.76,fashion,FL,evening,0
6.3,grocery,FL,evening,0
31.81,fashion,FL,night,1
81.27,grocery,NY,night,0
44.57,travel,NY,morning,0
24.07,fashion,CA,evening,0
84.17,fashion,CA,evening,0
46.78,grocery,TX,night,0
35.83,grocery,TX,night,0
74.83,travel,NY,evening,0
17.17,grocery,NY,evening,0
315.31,grocery,TX,afternoon,0
242.72,travel,NY,night,0
147.56,electronics,TX,morning,0
13.47,electronics,CA,morning,0
179.47,grocery,NY,evening,0
198.0,travel,NY,night,0
175.2,electronics,TX,morning,0
14.52,travel,FL,night,1
123.91,grocery,FL,evening,0
215.73,grocery,CA,evening,0
103.35,travel,NY,evening,0
124.75,fashion,NY,night,0
73.58,grocery,TX,morning,0
90.27,grocery,FL,afternoon,0
4.2,grocery,FL,morning,0
122.25,grocery,CA,night,0
10.19,travel,FL,morning,0
68.51,travel,FL,afternoon,0
41.55,travel,FL,morning,0
94.61,travel,TX,afternoon,0
17.18,fashion,FL,night,1
141.18,travel,CA,evening,0
190.18,travel,FL,afternoon,0
21.4,grocery,CA,night,0
13.22,fashion,TX,evening,0
18.87,grocery,TX,afternoon,0
251.59,fashion,CA,evening,0
90.14,electronics,TX,morning,0
75.57,fashion,NY,night,0
13.54,fashion,NY,night,0
125.83,grocery,NY,night,0
242.99,fashion,NY,night,0
211.36,fashion,NY,afternoon,0
118.04,grocery,TX,morning,0
9.39,electronics,CA,evening,0
14.31,electronics,TX,night,0
6.07,electronics,FL,night,1
35.72,fashion,NY,afternoon,0
17.49,grocery,NY,afternoon,0
36.14,electronics,TX,afternoon,0
58.35,electronics,FL,morning,0
343.73,electronics,TX,evening,0
113.11,electronics,CA,morning,0
216.2,grocery,NY,night,0
148.69,electronics,TX,afternoon,0
14.32,fashion,CA,night,0
159.78,fashion,NY,evening,0
38.61,grocery,NY,evening,0
122.3,travel,NY,morning,0
50.04,electronics,FL,morning,0
727.54,electronics,TX,afternoon,1
36.71,fashion,NY,afternoon,0
39.28,grocery,NY,night,0
320.27,travel,CA,afternoon,0
2.99,fashion,TX,afternoon,0
143.16,travel,CA,night,0
155.06,grocery,TX,evening,0
217.22,grocery,NY,afternoon,0
440.0,grocery,FL,afternoon,0
445.59,fashion,CA,night,0
8.1,grocery,FL,night,1
207.01,fashion,FL,night,1
124.72,fashion,FL,night,1
125.07,electronics,TX,night,0
16.48,fashion,TX,afternoon,0
126.04,fashion,FL,morning,0
485.35,electronics,NY,morning,0
291.4,travel,NY,morning,0
69.39,electronics,FL,afternoon,0
4.89,electronics,CA,evening,0
53.99,grocery,CA,afternoon,0
210.11,grocery,TX,morning,0
145.08,electronics,CA,morning,0
73.8,grocery,NY,night,0
6.8,electronics,FL,night,1
66.8,grocery,CA,night,0
75.96,fashion,FL,afternoon,0
316.66,grocery,CA,evening,0
122.96,grocery,TX,evening,0
44.82,fashion,NY,night,0
89.41,electronics,TX,evening,0
8.2,grocery,FL,morning,0
431.53,grocery,NY,morning,0
53.57,fashion,NY,night,0
77.98,fashion,TX,night,0
52.67,fashion,CA,night,0
137.68,travel,TX,evening,0
130.25,fashion,FL,afternoon,0
150.77,electronics,CA,night,0
37.46,grocery,TX,evening,0
45.52,grocery,TX,night,0
16.06,travel,CA,afternoon,0
127.88,grocery,CA,night,0
4.87,grocery,CA,morning,0
109.26,electronics,TX,night,0
244.55,grocery,CA,morning,0
265.78,electronics,CA,morning,0
71.53,travel,CA,evening,0
73.79,electronics,NY,evening,0
9.61,fashion,FL,morning,0
133.32,fashion,CA,morning,0
206.62,travel,FL,night,1
33.67,grocery,CA,night,0
65.64,electronics,CA,morning,0
219.04,fashion,NY,evening,0
251.59,electronics,NY,night,0
33.44,fashion,CA,night,0
95.97,electronics,CA,night,0
25.66,grocery,CA,evening,0
12.89,travel,FL,morning,0
290.46,grocery,CA,night,0
206.11,electronics,FL,evening,0
171.27,fashion,NY,evening,0
6.0,fashion,FL,evening,0
222.74,travel,CA,evening,0
69.16,grocery,NY,night,0
50.3,grocery,TX,morning,0
94.88,grocery,NY,morning,0
11.5,fashion,TX,evening,0
169.59,travel,FL,morning,0
104.8,fashion,NY,night,0
24.78,grocery,NY,morning,0
25.02,electronics,NY,morning,0
24.44,fashion,FL,afternoon,0
7.04,travel,CA,morning,0
106.35,grocery,FL,morning,0
220.17,electronics,NY,evening,0
2.12,fashion,CA,evening,0
6.03,electronics,NY,afternoon,0
102.05,electronics,NY,night,0
205.44,travel,TX,afternoon,0
47.47,fashion,NY,morning,0
51.62,travel,FL,morning,0
108.86,grocery,FL,night,1
38.46,electronics,FL,night,1
3.24,travel,CA,evening,0
159.47,travel,TX,morning,0
117.91,grocery,TX,morning,0
104.32,fashion,NY,morning,0
162.43,travel,NY,morning,0
134.96,electronics,TX,morning,0
27.66,electronics,CA,morning,0
52.15,electronics,FL,morning,0
16.18,electronics,NY,morning,0
16.69,travel,TX,evening,0
135.31,electronics,CA,afternoon,0
234.74,travel,FL,morning,0
394.76,fashion,NY,evening,0
118.78,electronics,FL,morning,0
24.42,fashion,FL,night,1
13.4,travel,TX,morning,0
201.1,grocery,TX,afternoon,0
103.75,fashion,FL,evening,0
115.57,electronics,FL,night,1
182.5,grocery,NY,night,0
145.79,fashion,CA,morning,0
215.82,travel,CA,afternoon,0
6.94,travel,FL,afternoon,0
165.17,travel,TX,morning,0
228.34,fashion,CA,morning,0
40.45,travel,FL,evening,0
122.75,fashion,TX,evening,0
45.25,electronics,NY,morning,0
380.33,electronics,CA,morning,0
4.08,fashion,NY,night,0
104.04,fashion,TX,afternoon,0
21.86,grocery,FL,evening,0
149.47,travel,NY,morning,0
23.21,electronics,FL,morning,0
32.21,electronics,CA,evening,0
81.83,grocery,NY,night,0
295.58,fashion,CA,night,0
28.55,fashion,CA,morning,0
18.69,grocery,CA,afternoon,0
170.74,travel,CA,afternoon,0
83.33,fashion,CA,morning,0
291.36,fashion,TX,evening,0
19.03,travel,NY,afternoon,0
124.59,travel,FL,evening,0
31.81,grocery,FL,evening,0
20.46,grocery,TX,evening,0
138.03,grocery,FL,night,1
108.08,fashion,FL,afternoon,0
168.7,grocery,FL,night,1
44.43,fashion,NY,afternoon,0
71.3,electronics,FL,morning,0
62.4,travel,NY,evening,0
496.89,travel,FL,afternoon,0
41.48,electronics,FL,afternoon,0
41.92,grocery,NY,morning,0
52.54,fashion,TX,night,0
99.78,fashion,FL,afternoon,0
34.89,fashion,CA,afternoon,0
296.22,travel,CA,night,0
37.06,grocery,TX,night,0
271.39,fashion,CA,afternoon,0
13.11,fashion,NY,night,0
128.25,fashion,FL,morning,0
285.0,electronics,FL,morning,0
22.18,fashion,FL,evening,0
414.27,electronics,FL,afternoon,0
72.37,fashion,CA,morning,0
349.62,fashion,CA,morning,0
135.55,fashion,CA,morning,0
43.07,electronics,NY,evening,0
25.04,fashion,CA,night,0
43.44,grocery,CA,evening,0
11.72,fashion,FL,evening,0
18.64,electronics,CA,evening,0
13.27,electronics,TX,evening,0
65.98,grocery,TX,afternoon,0
190.51,travel,FL,afternoon,0
18.29,grocery,CA,morning,0
16.76,grocery,TX,evening,0
123.75,electronics,TX,evening,0
26.36,fashion,NY,morning,0
12.33,fashion,FL,night,1
21.9,travel,TX,afternoon,0
308.82,travel,TX,evening,0
206.76,travel,FL,night,1
52.45,travel,CA,night,0
127.99,grocery,FL,evening,0
92.47,grocery,NY,evening,0
135.66,fashion,NY,night,0
137.74,grocery,NY,afternoon,0
118.9,fashion,TX,afternoon,0
37.13,fashion,CA,evening,0
4.77,fashion,NY,evening,0
72.96,fashion,FL,morning,0
265.94,electronics,NY,morning,0
101.14,fashion,TX,afternoon,0
214.33,grocery,NY,morning,0
573.89,grocery,CA,night,0
21.44,grocery,NY,night,0
141.23,grocery,CA,night,0
134.61,electronics,CA,night,0
469.18,travel,FL,evening,0
508.87,travel,CA,night,0
139.26,fashion,TX,afternoon,0
33.5,fashion,TX,morning,0
192.27,grocery,CA,afternoon,0
13.58,grocery,CA,evening,0
182.08,travel,NY,morning,0
289.22,travel,NY,morning,0
57.91,grocery,FL,morning,0
119.52,fashion,NY,night,0
67.48,electronics,TX,evening,0
69.1,electronics,NY,afternoon,0
44.59,travel,FL,night,1
172.32,travel,FL,morning,0
330.2,travel,CA,afternoon,0
339.12,electronics,FL,afternoon,0
23.05,electronics,CA,afternoon,0
249.29,grocery,TX,evening,0
160.47,fashion,TX,night,0
34.98,travel,NY,evening,0
8.36,grocery,FL,morning,0
37.44,electronics,TX,morning,0
291.93,grocery,CA,afternoon,0
120.35,electronics,FL,afternoon,0
153.21,fashion,FL,afternoon,0
35.67,electronics,CA,evening,0
152.49,grocery,FL,night,1
3.42,fashion,FL,evening,0
56.46,electronics,TX,morning,0
118.26,travel,CA,afternoon,0
18.95,electronics,TX,afternoon,0
207.8,fashion,CA,evening,0
32.15,grocery,NY,morning,0
126.76,fashion,FL,night,1
62.34,grocery,FL,afternoon,0
108.77,electronics,TX,afternoon,0
13.64,electronics,FL,morning,0
2.05,fashion,FL,afternoon,0
288.37,travel,TX,night,0
37.7,electronics,TX,evening,0
205.56,travel,CA,morning,0
880.68,travel,NY,afternoon,0
28.5,fashion,TX,afternoon,0
36.97,electronics,CA,night,0
130.47,travel,TX,evening,0
403.84,electronics,CA,night,0
296.97,grocery,NY,evening,0
83.87,travel,CA,night,0
190.23,fashion,CA,evening,0
17.51,fashion,FL,afternoon,0
454.98,travel,TX,afternoon,0
400.09,electronics,CA,afternoon,0
21.46,grocery,TX,morning,0
42.7,grocery,CA,evening,0
12.66,fashion,FL,morning,0
38.05,fashion,FL,evening,0
203.11,electronics,NY,afternoon,0
57.04,fashion,CA,morning,0
11.11,electronics,FL,morning,0
50.27,travel,TX,night,0
478.04,grocery,CA,evening,0
119.21,travel,CA,night,0
64.58,fashion,NY,morning,0
21.86,grocery,TX,morning,0
513.77,grocery,NY,afternoon,0
206.34,travel,CA,night,0
39.67,electronics,NY,night,0
8.72,grocery,CA,night,0
7.0,electronics,CA,evening,0
15.39,travel,NY,morning,0
104.32,travel,NY,night,0
317.01,electronics,CA,afternoon,0
82.4,travel,NY,morning,0
222.14,grocery,NY,afternoon,0
70.85,travel,CA,morning,0
147.96,travel,TX,afternoon,0
157.96,grocery,NY,night,0
22.93,electronics,NY,night,0
53.78,travel,FL,afternoon,0
121.7,electronics,TX,evening,0
8.8,grocery,NY,afternoon,0
53.84,electronics,CA,morning,0
91.83,electronics,FL,afternoon,0
669.51,fashion,FL,afternoon,0
77.22,fashion,FL,morning,0
203.18,travel,NY,night,0
67.89,fashion,CA,morning,0
190.99,fashion,FL,afternoon,0
108.59,fashion,TX,morning,0
261.22,electronics,FL,afternoon,0
63.51,electronics,FL,night,1
111.25,fashion,TX,afternoon,0
119.32,grocery,FL,afternoon,0
64.83,fashion,FL,night,1
18.7,grocery,TX,morning,0
11.79,electronics,NY,evening,0
2.02,grocery,TX,evening,0
248.13,electronics,NY,afternoon,0
32.38,grocery,NY,afternoon,0
28.52,electronics,NY,night,0
159.83,electronics,TX,morning,0
46.28,fashion,TX,evening,0
84.64,travel,NY,evening,0
21.28,travel,TX,night,0
385.5,electronics,NY,night,0
228.93,fashion,TX,evening,0
239.23,travel,CA,morning,0
62.66,travel,TX,morning,0
172.44,fashion,TX,morning,0
18.64,fashion,TX,afternoon,0
1.04,travel,NY,morning,0
2.42,travel,NY,afternoon,0
106.0,grocery,CA,afternoon,0
72.92,grocery,CA,night,0
87.58,electronics,FL,afternoon,0
0.9,travel,CA,afternoon,0
65.92,fashion,NY,night,0
151.93,fashion,CA,morning,0
70.16,travel,CA,morning,0
158.11,electronics,TX,evening,0
31.84,fashion,CA,evening,0
201.29,travel,FL,afternoon,0
106.53,travel,TX,evening,0
28.4,electronics,NY,night,0
32.42,travel,FL,evening,0
118.67,fashion,NY,evening,0
212.59,grocery,FL,afternoon,0
64.47,electronics,TX,night,0
35.86,travel,FL,evening,0
242.1,electronics,FL,morning,0
132.77,travel,CA,night,0
71.32,grocery,NY,night,0
80.31,electronics,TX,afternoon,0
27.42,travel,FL,night,1
118.28,grocery,NY,night,0
53.32,fashion,NY,night,0
652.38,travel,CA,night,0
78.51,grocery,NY,night,0
79.84,grocery,TX,night,0
100.12,electronics,CA,night,0
298.32,travel,FL,morning,0
193.62,fashion,TX,night,0
71.99,travel,TX,afternoon,0
152.2,grocery,TX,morning,0
105.89,fashion,CA,night,0
81.36,grocery,NY,evening,0
25.63,electronics,TX,afternoon,0
74.82,travel,NY,morning,0
33.85,grocery,NY,afternoon,0
295.59,grocery,TX,morning,0
49.03,travel,NY,evening,0
365.05,fashion,CA,afternoon,0
91.39,grocery,CA,afternoon,0
119.81,travel,FL,morning,0
93.95,electronics,NY,morning,0
16.63,electronics,NY,evening,0
56.56,travel,FL,night,1
12.53,grocery,CA,morning,0
117.05,travel,FL,morning,0
71.06,travel,FL,morning,0
180.6,grocery,FL,evening,0
29.89,fashion,NY,night,0
21.58,fashion,NY,night,0
62.57,electronics,NY,evening,0
313.4,fashion,NY,night,0
148.72,travel,TX,afternoon,0
65.14,grocery,FL,evening,0
87.4,electronics,FL,morning,0
10.56,fashion,NY,night,0
500.62,travel,CA,afternoon,0
131.74,electronics,TX,evening,0
40.32,grocery,TX,evening,0
105.77,fashion,CA,morning,0
13.91,travel,NY,morning,0
405.19,grocery,TX,evening,0
23.05,travel,TX,afternoon,0
125.31,travel,FL,morning,0
33.8,travel,FL,evening,0
151.72,grocery,NY,evening,0
179.97,electronics,NY,morning,0
134.29,travel,FL,night,1
114.39,electronics,FL,afternoon,0
267.6,electronics,FL,night,1
9.83,fashion,CA,night,0
48.22,fashion,TX,afternoon,0
34.25,electronics,NY,afternoon,0
530.88,fashion,NY,morning,0
59.2,fashion,CA,morning,0
158.29,electronics,FL,morning,0
138.52,grocery,TX,afternoon,0
28.6,fashion,FL,night,1
32.77,fashion,NY,afternoon,0
39.63,grocery,CA,morning,0
63.55,grocery,TX,night,0
32.04,grocery,TX,morning,0
2.38,electronics,TX,night,0
253.83,grocery,TX,morning,0
404.4,electronics,CA,afternoon,0
50.15,travel,NY,evening,0
49.59,travel,TX,evening,0
0.85,grocery,TX,night,0
136.83,grocery,NY,afternoon,0
209.46,travel,FL,morning,0
19.02,electronics,TX,night,0
20.87,electronics,TX,night,0
187.33,grocery,FL,morning,0
114.94,grocery,NY,morning,0
5.51,grocery,NY,morning,0
116.92,travel,TX,afternoon,0
44.34,fashion,NY,evening,0
55.2,grocery,FL,night,1
176.22,electronics,CA,night,0
199.88,fashion,FL,evening,0
61.37,electronics,FL,night,1
352.84,fashion,CA,afternoon,0
62.6,travel,FL,morning,0
177.32,fashion,TX,evening,0
79.37,electronics,TX,afternoon,0
273.38,fashion,NY,morning,0
286.0,travel,NY,evening,0
10.98,electronics,FL,afternoon,0
330.79,grocery,TX,evening,0
209.52,fashion,TX,evening,0
188.03,electronics,CA,afternoon,0
26.91,fashion,NY,night,0
196.24,travel,TX,afternoon,0
227.76,electronics,FL,evening,0
40.96,grocery,TX,evening,0
365.04,grocery,NY,afternoon,0
6.14,fashion,FL,morning,0
19.49,travel,NY,morning,0
92.55,travel,TX,morning,0
102.9,fashion,TX,morning,0
124.33,electronics,TX,afternoon,0
2.05,electronics,NY,night,0
387.37,fashion,FL,morning,0
5.47,electronics,TX,evening,0
18.53,electronics,TX,morning,0
1.69,electronics,TX,night,0
100.4,fashion,CA,afternoon,0
323.06,grocery,CA,night,0
131.57,travel,FL,night,1
207.56,grocery,NY,night,0
1.6,electronics,TX,morning,0
93.71,fashion,TX,morning,0
73.85,travel,NY,night,0
82.93,electronics,NY,afternoon,0
8.99,travel,FL,morning,0
138.41,travel,NY,afternoon,0
83.95,grocery,TX,morning,0
173.86,electronics,FL,afternoon,0
79.7,travel,CA,morning,0
19.42,grocery,FL,night,1
125.38,fashion,FL,evening,0
22.71,travel,FL,evening,0
247.06,electronics,NY,afternoon,0
113.96,fashion,TX,afternoon,0
20.52,travel,NY,night,0
393.49,travel,TX,night,0
87.67,electronics,NY,afternoon,0
9.08,travel,FL,evening,0
118.29,electronics,TX,night,0
35.03,electronics,NY,afternoon,0
195.37,electronics,FL,night,1
204.33,electronics,CA,night,0
463.29,travel,NY,morning,0
83.63,fashion,NY,night,0
72.83,fashion,CA,afternoon,0
168.04,grocery,NY,night,0
17.05,electronics,CA,afternoon,0
95.0,travel,TX,morning,0
94.82,travel,CA,morning,0
11.25,grocery,FL,evening,0
64.95,fashion,CA,morning,0
230.31,travel,TX,morning,0
232.68,grocery,CA,afternoon,0
12.54,fashion,CA,evening,0
11.41,travel,TX,morning,0
36.57,electronics,NY,night,0
249.31,grocery,NY,evening,0
16.56,travel,FL,morning,0
152.75,grocery,FL,evening,0
12.8,grocery,CA,morning,0
117.11,grocery,NY,afternoon,0
52.82,electronics,NY,evening,0
186.66,fashion,CA,evening,0
31.94,fashion,TX,morning,0
122.33,travel,NY,evening,0
32.25,electronics,FL,morning,0
150.07,fashion,CA,night,0
248.27,travel,TX,evening,0
16.27,travel,FL,evening,0
241.72,grocery,NY,afternoon,0
108.04,electronics,TX,afternoon,0
16.31,fashion,FL,evening,0
66.94,electronics,CA,afternoon,0
21.05,electronics,TX,evening,0
144.62,fashion,TX,morning,0
170.69,fashion,CA,evening,0
13.42,electronics,NY,evening,0
84.66,travel,NY,night,0
202.24,electronics,TX,afternoon,0
330.17,fashion,TX,afternoon,0
86.47,electronics,TX,night,0
360.16,fashion,FL,morning,0
92.06,travel,TX,morning,0
60.14,electronics,NY,morning,0
226.23,travel,CA,night,0
81.51,electronics,CA,evening,0
76.62,electronics,CA,morning,0
80.87,fashion,TX,morning,0
225.11,grocery,TX,night,0
214.01,fashion,CA,afternoon,0
62.01,electronics,FL,night,1
48.65,grocery,FL,afternoon,0
81.26,grocery,FL,morning,0
102.05,travel,FL,morning,0
32.67,electronics,NY,evening,0
189.56,fashion,CA,evening,0
79.98,grocery,NY,afternoon,0
48.78,grocery,TX,morning,0
13.56,fashion,FL,morning,0
32.75,fashion,FL,night,1
357.77,grocery,CA,morning,0
43.68,fashion,FL,morning,0
22.19,travel,CA,night,0
74.09,grocery,TX,night,0
44.02,travel,FL,morning,0
4.3,electronics,FL,evening,0
46.84,travel,NY,evening,0
94.26,fashion,CA,morning,0
96.28,grocery,CA,evening,0
52.91,travel,FL,night,1
71.15,fashion,NY,evening,0
404.08,fashion,FL,morning,0
56.85,travel,CA,evening,0
35.85,grocery,CA,morning,0
33.48,travel,FL,evening,0
73.45,electronics,TX,morning,0
171.01,travel,FL,morning,0
27.68,travel,NY,evening,0
148.25,grocery,CA,evening,0
2.57,travel,CA,night,0
65.15,fashion,FL,afternoon,0
179.46,grocery,TX,morning,0
49.63,fashion,CA,morning,0
99.54,grocery,FL,morning,0
27.53,electronics,TX,morning,0
162.57,electronics,FL,evening,0
6.44,electronics,FL,evening,0
229.71,travel,FL,afternoon,0
26.51,electronics,CA,morning,0
248.96,grocery,TX,afternoon,0
52.16,electronics,NY,night,0
153.91,grocery,NY,afternoon,0
46.14,fashion,CA,afternoon,0
283.62,travel,CA,night,0
16.25,fashion,FL,night,1
23.6,fashion,FL,afternoon,0
81.52,electronics,TX,night,0
10.26,electronics,FL,afternoon,0
26.18,electronics,TX,evening,0
345.39,fashion,FL,evening,0
450.04,travel,FL,afternoon,0
56.64,travel,NY,night,0
308.12,fashion,CA,night,0
94.45,travel,TX,evening,0
37.72,fashion,NY,evening,0
145.44,fashion,FL,night,1
129.07,travel,NY,night,0
542.56,grocery,TX,night,0
36.95,grocery,CA,night,0
133.79,electronics,NY,afternoon,0
6.41,travel,TX,night,0
14.48,electronics,FL,evening,0
0.47,fashion,NY,evening,0
903.02,grocery,CA,morning,0
194.5,travel,TX,night,0
185.42,travel,CA,afternoon,0
85.53,travel,FL,morning,0
42.81,grocery,CA,morning,0
19.68,electronics,FL,afternoon,0
40.2,grocery,FL,morning,0
56.59,electronics,NY,morning,0
169.42,fashion,FL,evening,0
93.1,fashion,CA,morning,0
9.68,electronics,NY,afternoon,0
2.18,fashion,FL,night,1
12.95,fashion,TX,night,0
63.42,travel,TX,night,0
324.71,travel,FL,evening,0
121.74,grocery,NY,evening,0
194.23,grocery,NY,evening,0
75.37,grocery,NY,afternoon,0
53.87,travel,CA,night,0
13.77,grocery,TX,afternoon,0
250.43,grocery,FL,afternoon,0
183.43,travel,FL,morning,0
22.09,electronics,TX,night,0
86.16,travel,CA,morning,0
80.19,electronics,NY,evening,0
117.73,travel,TX,evening,0
350.67,grocery,FL,afternoon,0
104.03,fashion,CA,afternoon,0
93.24,fashion,FL,morning,0
6.2,electronics,NY,morning,0
7.8,electronics,TX,afternoon,0
24.89,electronics,NY,night,0
3.96,fashion,CA,afternoon,0
163.21,electronics,TX,night,0
154.19,travel,NY,morning,0
17.55,travel,NY,evening,0
217.0,fashion,NY,evening,0
20.18,travel,CA,morning,0
43.0,electronics,NY,morning,0
34.36,fashion,FL,evening,0
55.88,electronics,TX,night,0
35.27,travel,TX,morning,0
80.55,electronics,NY,night,0
62.79,fashion,CA,night,0
517.23,electronics,FL,evening,1
6.91,travel,FL,night,1
18.4,grocery,TX,evening,0
6.51,fashion,TX,morning,0
117.97,electronics,FL,afternoon,0
6.73,fashion,TX,afternoon,0
217.27,electronics,NY,afternoon,0
86.08,grocery,FL,afternoon,0
89.84,travel,TX,afternoon,0
98.95,electronics,NY,afternoon,0
22.48,electronics,NY,night,0
26.43,grocery,FL,night,1
46.07,fashion,NY,afternoon,0
108.02,travel,FL,morning,0
28.3,electronics,NY,morning,0
14.84,electronics,FL,night,1
421.26,travel,FL,night,1
2.67,grocery,FL,afternoon,0
194.76,fashion,FL,morning,0
186.16,travel,NY,evening,0
42.32,fashion,FL,afternoon,0
17.49,grocery,TX,night,0
18.89,grocery,NY,night,0
143.45,travel,FL,night,1
123.54,electronics,NY,evening,0
183.2,grocery,NY,morning,0
332.67,grocery,NY,night,0
141.29,travel,NY,afternoon,0
20.33,travel,FL,evening,0
33.48,travel,NY,morning,0
221.57,grocery,TX,afternoon,0
28.18,fashion,NY,afternoon,0
9.03,grocery,NY,evening,0
145.8,travel,TX,evening,0
61.81,electronics,FL,evening,0
303.15,electronics,TX,night,0
126.07,travel,CA,morning,0
11.37,electronics,TX,night,0
354.45,grocery,FL,evening,0
35.9,fashion,TX,evening,0
49.36,grocery,NY,evening,0
61.75,travel,FL,night,1
6.31,grocery,CA,afternoon,0
82.34,electronics,FL,evening,0
15.79,grocery,NY,night,0
61.49,fashion,CA,evening,0
51.83,electronics,FL,night,1
177.85,fashion,FL,morning,0
195.05,fashion,NY,morning,0
19.99,fashion,TX,night,0
54.79,grocery,TX,evening,0
56.08,grocery,CA,night,0
19.7,grocery,NY,morning,0
192.21,grocery,NY,night,0
147.4,electronics,TX,morning,0
25.34,grocery,TX,morning,0
54.82,electronics,CA,afternoon,0
13.42,fashion,TX,evening,0
118.73,electronics,CA,night,0
15.53,travel,FL,evening,0
511.68,grocery,CA,evening,0
182.07,travel,CA,morning,0
59.36,electronics,CA,morning,0
103.69,grocery,FL,night,1
290.76,travel,TX,night,0
96.92,grocery,CA,night,0
23.01,electronics,TX,morning,0
57.11,travel,CA,afternoon,0
222.29,electronics,TX,night,0
124.01,travel,CA,morning,0
126.23,fashion,TX,afternoon,0
241.93,fashion,NY,evening,0
269.29,fashion,FL,morning,0
302.78,fashion,CA,night,0
11.96,fashion,FL,night,1
94.26,electronics,CA,afternoon,0
161.88,fashion,NY,afternoon,0
169.73,electronics,NY,morning,0
111.99,fashion,FL,afternoon,0
21.9,grocery,CA,morning,0
191.59,fashion,TX,afternoon,0
152.8,grocery,CA,evening,0
10.81,electronics,TX,night,0
74.79,fashion,FL,night,1
22.94,travel,FL,evening,0
49.4,electronics,NY,night,0
2.19,fashion,TX,night,0
61.37,electronics,CA,night,0
95.79,travel,NY,night,0
115.98,fashion,FL,evening,0
130.7,travel,NY,morning,0
217.16,fashion,CA,night,0
29.12,grocery,CA,evening,0
15.41,electronics,FL,night,1
228.89,travel,NY,evening,0
20.44,electronics,TX,evening,0
441.52,travel,TX,morning,0
221.83,electronics,TX,afternoon,0
83.39,electronics,CA,morning,0
478.29,electronics,NY,morning,0
12.29,grocery,TX,night,0
43.33,fashion,NY,evening,0
122.01,grocery,FL,afternoon,0
51.7,electronics,TX,evening,0
316.35,travel,NY,night,0
8.15,electronics,CA,evening,0
95.66,fashion,FL,night,1
107.25,grocery,FL,morning,0
126.92,fashion,FL,morning,0
35.43,travel,FL,night,1
54.41,fashion,CA,morning,0
